barcode,farm_type,farm_id,sample_type,oblast,taxon_level,taxon_name,abundance,full_taxonomy
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Bacillales,73,Bacteria;Bacteria_none;Bacillota;Bacilli;Bacillales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Bacteroidales,12065,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Burkholderiales,7011,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Campylobacterales,181,Bacteria;Bacteria_none;Campylobacterota;Epsilonproteobacteria;Campylobacterales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Caudoviricetes_Incertae_sedis,39,Viruses;Heunggongvirae;Uroviricota;Caudoviricetes;Caudoviricetes_Incertae_sedis
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Caulobacterales,538,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Caulobacterales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Enterobacterales,11572,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Enterobacterales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Eubacteriales,43,Bacteria;Bacteria_none;Bacillota;Clostridia;Eubacteriales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Flavobacteriales,760,Bacteria;Bacteria_none;Bacteroidota;Flavobacteriia;Flavobacteriales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Lachnospirales,261,Bacteria;Bacteria_none;Bacillota;Clostridia;Lachnospirales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Lactobacillales,862,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Lysobacterales,534,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Lysobacterales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Marinilabiliales,138,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Marinilabiliales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Micrococcales,32,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micrococcales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Micromonosporales,368,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Moraxellales,4670,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Mycobacteriales,396,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Mycobacteriales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Neisseriales,27,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Neisseriales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Nitrosomonadales,54,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Nitrosomonadales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Oceanospirillales,10,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Oceanospirillales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Parvularculales,39,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Parvularculales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Peptostreptococcales,25,Bacteria;Bacteria_none;Bacillota;Clostridia;Peptostreptococcales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Primates,126,Eukaryota;Metazoa;Chordata;Mammalia;Primates
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Propionibacteriales,10,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Propionibacteriales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Pseudomonadales,7211,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Pseudomonadales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Rhodocyclales,8620,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Rhodocyclales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Selenomonadales,323,Bacteria;Bacteria_none;Bacillota;Negativicutes;Selenomonadales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Sphingobacteriales,533,Bacteria;Bacteria_none;Bacteroidota;Sphingobacteriia;Sphingobacteriales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Sphingomonadales,52,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Sphingomonadales
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Tissierellia_Incertae_sedis,13,Bacteria;Bacteria_none;Bacillota;Tissierellia;Tissierellia_Incertae_sedis
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,order,Unknown,52095,Unclassified;Unknown;Unknown;Unknown;Unknown
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,phylum,Actinomycetota,838,Bacteria;Bacteria_none;Actinomycetota
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,phylum,Bacillota,1600,Bacteria;Bacteria_none;Bacillota
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,phylum,Bacteroidota,13496,Bacteria;Bacteria_none;Bacteroidota
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,phylum,Campylobacterota,181,Bacteria;Bacteria_none;Campylobacterota
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,phylum,Chordata,126,Eukaryota;Metazoa;Chordata
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,phylum,Pseudomonadota,42149,Bacteria;Bacteria_none;Pseudomonadota
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,phylum,Unknown,52095,Unclassified;Unknown;Unknown
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,phylum,Uroviricota,39,Viruses;Heunggongvirae;Uroviricota
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acidovorax carolinensis,150,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax carolinensis
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acidovorax radicis,28,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax radicis
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acidovorax sp. 1608163,39,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. 1608163
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acidovorax sp. DW039,54,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. DW039
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acidovorax sp. FHTAMBA,67,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. FHTAMBA
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acidovorax sp. GBBC 1281,51,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. GBBC 1281
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acidovorax sp. HDW3,94,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. HDW3
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acidovorax sp. JMULE5,41,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. JMULE5
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acidovorax sp. KKS102,54,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. KKS102
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acidovorax sp. RAC01,54,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. RAC01
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acidovorax sp. T1,89,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax sp. T1
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acidovorax temperans,358,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;Acidovorax temperans
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter baumannii,450,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter baumannii
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter cumulans,34,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter cumulans
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter defluvii,16,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter defluvii
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter indicus,56,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter indicus
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter johnsonii,672,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter johnsonii
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter lanii,12,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter lanii
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter lwoffii,1070,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter lwoffii
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter piscicola,43,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter piscicola
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter pittii,13,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter pittii
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter pseudolwoffii,961,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter pseudolwoffii
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter radioresistens,26,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter radioresistens
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter schindleri,36,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter schindleri
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter shaoyimingii,14,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter shaoyimingii
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter soli,17,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter soli
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter sp. 10FS3-1,18,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sp. 10FS3-1
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter sp. ANC 7201,13,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sp. ANC 7201
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter sp. CS-2,41,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sp. CS-2
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter sp. F9,276,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sp. F9
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter sp. KS-LM10,10,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sp. KS-LM10
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter sp. NCu2D-2,12,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sp. NCu2D-2
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter sp. NEB149,34,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sp. NEB149
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter sp. SCLZS86,54,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sp. SCLZS86
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter sp. SH20PTE14,65,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sp. SH20PTE14
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter sp. TGL-Y2,12,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sp. TGL-Y2
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter sp. TTH0-4,49,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sp. TTH0-4
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter sp. WCHAc010034,56,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sp. WCHAc010034
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter sp. WY4,30,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sp. WY4
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter sp. YH12068_T,51,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sp. YH12068_T
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter sp. YH12138,58,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sp. YH12138
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter sp. YH16040_T,29,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sp. YH16040_T
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter sp. YH16056_T,45,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sp. YH16056_T
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter sp. YT-02,25,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sp. YT-02
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter sp. YWS30-1,25,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter sp. YWS30-1
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter terrestris,15,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter terrestris
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter towneri,91,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter towneri
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter ursingii,45,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter ursingii
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter variabilis,27,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter variabilis
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter wanghuae,11,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter wanghuae
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Acinetobacter wuhouensis,31,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter wuhouensis
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Actinocatenispora thailandica,368,Bacteria;Bacteria_none;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Actinocatenispora;Actinocatenispora thailandica
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Advenella alkanexedens,179,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Advenella;Advenella alkanexedens
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Aerococcus urinaeequi,181,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaeequi
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Aerococcus viridans,12,Bacteria;Bacteria_none;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus viridans
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Aeromonas caviae,139,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas caviae
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Aeromonas encheleia,12,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas encheleia
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Aeromonas hydrophila,71,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas hydrophila
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Aeromonas media,122,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas media
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Aeromonas rivipollensis,69,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas rivipollensis
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Aeromonas salmonicida,101,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas salmonicida
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Aeromonas sp.,46,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas sp.
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Aeromonas veronii,14,Bacteria;Bacteria_none;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas veronii
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Alcaligenes faecalis,129,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes;Alcaligenes faecalis
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Aliarcobacter cryaerophilus,46,Bacteria;Bacteria_none;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;Aliarcobacter cryaerophilus
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Alicycliphilus denitrificans,146,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Alicycliphilus;Alicycliphilus denitrificans
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Aminipila luticellarii,25,Bacteria;Bacteria_none;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Aminipila;Aminipila luticellarii
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Anaeropeptidivorans aminofermentans,13,Bacteria;Bacteria_none;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaeropeptidivorans;Anaeropeptidivorans aminofermentans
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Anaerotignum propionicum,180,Bacteria;Bacteria_none;Bacillota;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum;Anaerotignum propionicum
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Aquipluma nitroreducens,84,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Aquipluma;Aquipluma nitroreducens
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Aquisalinus flavus,39,Bacteria;Bacteria_none;Pseudomonadota;Alphaproteobacteria;Parvularculales;Parvularculaceae;Aquisalinus;Aquisalinus flavus
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Arcobacter suis,106,Bacteria;Bacteria_none;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;Arcobacter suis
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Arcobacter venerupis,29,Bacteria;Bacteria_none;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;Arcobacter venerupis
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Aromatoleum aromaticum,12,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Aromatoleum;Aromatoleum aromaticum
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Aromatoleum petrolei,12,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Aromatoleum;Aromatoleum petrolei
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Azoarcus sp. CIB,15,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;Azoarcus sp. CIB
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Azoarcus sp. DD4,15,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;Azoarcus sp. DD4
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Azoarcus sp. DN11,20,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;Azoarcus sp. DN11
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Azoarcus sp. KH32C,17,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;Azoarcus sp. KH32C
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Azonexus hydrophilus,268,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Azonexaceae;Azonexus;Azonexus hydrophilus
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Azospira inquinata,24,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira;Azospira inquinata
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Azospira oryzae,3226,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira;Azospira oryzae
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Azospira restricta,130,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira;Azospira restricta
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Azospira sp. I09,3975,Bacteria;Bacteria_none;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira;Azospira sp. I09
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Bacteroides caccae,47,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Bacteroides caecimuris,26,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caecimuris
barcode02,Poultry,poultry #1,Enriched,Zaporizhzhia Oblast,species,Bacteroides cellulosilyticus,94,Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides cellulosilyticus
